"D471","Agricultural machinery","The study of the use and maintenance of agricultural machinery. Includes the study of tractors, hedge clippers, milking machines etc.",""
"D472","Agricultural irrigation & drainage","The study of the control of water by means of artificial canals and ditches, mechanical pumps, weather stations etc.",""
"D490","Agriculture not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Agriculture categories. To be used sparingly.",""
"D500","Forestry & arboriculture","The study of planting and caring for trees and the management of woods and forests for conservation purposes, commercial exploitation and recreational use.",""
"D510","Trees & shrubs","The study of the most efficient way to grow hardwood and softwood trees for harvesting.",""
"D511","Forestry pests & diseases","The study of diseases in commercially-grown hardwood and softwood trees and the animals and insects which attack them, with the object of preventing such disease or attack.",""
"D512","Tree physiology","The study of hardwood and softwood tree structure and how it is affected by disease. Studies include dissection and use of microscope slides. Also includes study at cellular level.",""
"D513","Tree nutrition","The study of the process of assimilating nutrient materials into tree tissue with the aim of understanding and providing the correct balance.",""
"D514","Tree protection","The particular study of the development of immunities in trees. Also includes the study of artificial barriers, preventative measures or exterminators for the animals/insects which attack them.",""
"D515","Tree production","The study of growing and harvesting trees and the relationship of such tree production to its environment.",""
"D516","Timber production","The study of hardwood and softwood timber products. May include the different uses of wood products. May also include the suitability of certain trees for certain uses.",""
